id,source_sha256,profile,source_path,source_line,original,resource_kind,review_status,translation_zh-Hans,translation_zh-Hant
data/text/common.asm::Text_ThatsEnoughComeBack::1,e9085b0d207be5cf5ea4d72d6908bffe3ca70a48bf95ffb71c3b043c695b3142,normal,data/text/common.asm,1845," that's
{line}
enough! Come back!@",text,ready,,
data/text/common.asm::Text_OKComeBack::1,a7fb2eee396cc196cf86828353ed3196b9d31f452b5e510578d35b1e03d8bc6c,normal,data/text/common.asm,1851," OK!
{line}
Come back!@",text,ready,,
data/text/common.asm::Text_GoodComeBack::1,9eff3665a6c36c0660782323b01a456283605fc56ad6d399b6ac4c1483be3ed9,normal,data/text/common.asm,1857," good!
{line}
Come back!@",text,ready,,
data/text/common.asm::Text_ComeBack::1,b4998346d0668ebc7b5f5355f15e36f6e27308cd18303fd244ddc995a954fc87,normal,data/text/common.asm,1863," come
{line}
back!
{done}",text,ready,,
data/text/common.asm::_BootedTMText::1,9bed21c219d5ea76f79552c136ef220794f4aae1eacdcf9cb3d9c5aff27557b4,normal,data/text/common.asm,1869,"Booted up a TM.
{done}",text,ready,,
data/text/common.asm::_BootedHMText::1,4d9117ff00a9ceaa603cd1e6ae4da145df5234eb640c19aa6312bdb280cc4a11,normal,data/text/common.asm,1874,"Booted up an HM.
{done}",text,ready,,
data/text/common.asm::_ContainedMoveText::1,34bc0df10bc735ff0b6eab3d0cb45285197c3fdc6f57f3db997df8432ec6fe54,normal,data/text/common.asm,1879,"It contained
{line}

{TEXT_RAM:wStringBuffer2}
.
{para}
Teach 
{TEXT_RAM:wStringBuffer2}
{line}
to a #mon?
{done}",text,ready,,
data/text/common.asm::_TMHMNotCompatibleText::1,c63f94eec70dd2eebc8a0503b01dd9917413a9b6530749a0cc0829a7a6730055,normal,data/text/common.asm,1891,"{TEXT_RAM:wStringBuffer2}
 is
{line}
not compatible
{cont}
with 
{TEXT_RAM:wStringBuffer1}
.
{para}
It can't learn
{line}

{TEXT_RAM:wStringBuffer2}
.
{prompt}",text,ready,,
data/text/common.asm::_BadgeRequiredText::1,2ccd6ef6ca1b04f334427762374c679bcd352f8ad3ad8c5ce1e2b4408b26ec64,normal,data/text/common.asm,1906,"Sorry! A new Badge
{line}
is required.
{prompt}",text,ready,,
data/text/common.asm::_CantUseItemText::1,ecea85d910fb5941a9d2ce159db379f6f5994ee9065e6aed05efdc2401b2d0e2,normal,data/text/common.asm,1912,"Can't use that
{line}
here.
{prompt}",text,ready,,
data/text/common.asm::_UseCutText::1,8e202d560b62b5476651457581a8eecf01ad7841a18ce2547f9b30222d1b12b1,normal,data/text/common.asm,1918,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Cut!
{prompt}",text,ready,,
data/text/common.asm::_CutNothingText::1,4f4623e257709d78da0512eb47993814a78fe19626b91f0b289f7f0bec411538,normal,data/text/common.asm,1925,"There's nothing to
{line}
Cut here.
{prompt}",text,ready,,
data/text/common.asm::_AskFlashText::1,6e85040c08c4922e90480b83290276c170db5d5500dfca5a511d7818c8229749,normal,data/text/common.asm,1931,"It's pitch black.
{line}
Want to use Flash?
{done}",text,ready,,
data/text/common.asm::_BlindingFlashText::1,39b2d25033a35680f2d1c99a3f880d9e6aec3a6075c27ae0e13e6d575ba4ef65,normal,data/text/common.asm,1937,"A blinding Flash
{line}
lights the area!
{TEXT_PROMPTBUTTON}
{text_end}",text,ready,,
data/text/common.asm::_UsedSurfText::1,14f1b5d705dd86bd5467d51c3a2c73e477ed0869753c8167fe55602247b5b57e,normal,data/text/common.asm,1944,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Surf!
{done}",text,ready,,
data/text/common.asm::_CantSurfText::1,ae3b961c23920b0b470f222a3c2cd7b79318f23bea9d796220e12f872fa79f91,normal,data/text/common.asm,1951,"You can't Surf
{line}
here.
{prompt}",text,ready,,
data/text/common.asm::_AlreadySurfingText::1,758c890cb94ec73550668e5f794068d8aabeed7be345a692ffe0e902ade29e78,normal,data/text/common.asm,1957,"You're already
{line}
Surfing.
{prompt}",text,ready,,
data/text/common.asm::_AskSurfText::1,43a3c7fde22facb609c2026085815f36ea6b289f0c6357130eb814db76e3f6af,normal,data/text/common.asm,1963,"The water is calm.
{line}
Want to Surf?
{done}",text,ready,,
data/text/common.asm::_UseWaterfallText::1,94aca9d34252d2f73c4e4a1d1d89ec0d7f1c465ce648c445b5b5d8708ca7ebeb,normal,data/text/common.asm,1969,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Waterfall!
{done}",text,ready,,
data/text/common.asm::_HugeWaterfallText::1,02786f345cf35e234b9633b3003ae3bf016f0fd2840d06cc7716b72bcee72095,normal,data/text/common.asm,1976,"Wow, it's a huge
{line}
waterfall.
{done}",text,ready,,
data/text/common.asm::_AskWaterfallText::1,7c802e639a0b9f3776787c53be5eac183a79ed4a046364d1260f49fdaedf6bb9,normal,data/text/common.asm,1982,"Do you want to use
{line}
Waterfall?
{done}",text,ready,,
data/text/common.asm::_UseDigText::1,58140fc6013d07c0f99cc82d6d2fab73868b4adf8f31172d6ae9d0e0de2a576e,normal,data/text/common.asm,1988,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Dig!
{done}",text,ready,,
data/text/common.asm::_UseEscapeRopeText::1,9337dde71a43c1c287484c91a11757c20e2a96505c72c87427231768d9a57239,normal,data/text/common.asm,1995,"<PLAYER> used an
{line}
Escape Rope.
{done}",text,ready,,
data/text/common.asm::_CantUseDigText::1,dc24bfe09ccf2c6e619b09ecaa11f8f5f295c6cee2e9cb46dc47bf23eec5cdd4,normal,data/text/common.asm,2001,"Can't use that
{line}
here.
{done}",text,ready,,
data/text/common.asm::_CantUseTeleportText::1,b87ee4c1fde6644b9cbe0b2bbd20ac714b19956ab404459d908683aab2f80015,normal,data/text/common.asm,2007,"Can't use that
{line}
here.
{para}

{done}",text,ready,,
data/text/common.asm::_UseStrengthText::1,970d4db3ee647764f248714a0923e32bd9a932937e83fbd4c6e20164d1b1d559,normal,data/text/common.asm,2015,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Strength!
{done}",text,ready,,
data/text/common.asm::_MoveBoulderText::1,0c376a6d87451b70263f4d104dde2ecf833810636b90553a0189b2fd36f7b203,normal,data/text/common.asm,2022,"{TEXT_RAM:wStringBuffer1}
 can
{line}
move boulders.
{prompt}",text,ready,,
data/text/common.asm::_AskStrengthText::1,6e2a5250bb39b745f9ad01e64fe1e8e37ddae6e7611fee94d3699f4b82b30eed,normal,data/text/common.asm,2029,"A #mon may be
{line}
able to move this.
{para}
Want to use
{line}
Strength?
{done}",text,ready,,
data/text/common.asm::_BouldersMoveText::1,b6be61fc287557e18a540c97ac755a6fb9d8e1e5d998292b737e7ebe6aa6a81b,normal,data/text/common.asm,2038,"Boulders may now
{line}
be moved!
{done}",text,ready,,
data/text/common.asm::_BouldersMayMoveText::1,218973772bc77b20154475d5e9c4d26c6fc9a5cfd201e3cc0bd0d3c93e3d6589,normal,data/text/common.asm,2044,"A #mon may be
{line}
able to move this.
{done}",text,ready,,
data/text/common.asm::_UseWhirlpoolText::1,e3c8a54bd46e1d6222adb4b6f280a5b0078d0a91c8dedf0f3f3944ec6a512d50,normal,data/text/common.asm,2050,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Whirlpool!
{prompt}",text,ready,,
data/text/common.asm::_MayPassWhirlpoolText::1,ba9530f1572b614e1292fecf400a8bbe09195526eb7b2e3c6d4c89aeaca39c77,normal,data/text/common.asm,2057,"It's a vicious
{line}
whirlpool!
{para}
A #mon may be
{line}
able to pass it.
{done}",text,ready,,
data/text/common.asm::_AskWhirlpoolText::1,443f2bb814b4711484e124e73c2c01d782cbcde21e6db5df49f41171f778573e,normal,data/text/common.asm,2066,"A whirlpool is in
{line}
the way.
{para}
Want to use
{line}
Whirlpool?
{done}",text,ready,,
data/text/common.asm::_UseHeadbuttText::1,2fd0911edf58d970f45ce1d988fea845480a1d41b378c4349244b2d9eb727f3b,normal,data/text/common.asm,2075,"{TEXT_RAM:wStringBuffer2}
 did a
{line}
Headbutt!
{prompt}",text,ready,,
data/text/common.asm::_HeadbuttNothingText::1,96dd6263051436e09536200cab5b0ae8a99291d2a144ec4903582d8cf6fd3e71,normal,data/text/common.asm,2082,"Nope. Nothing…
{done}",text,ready,,
data/text/common.asm::_AskHeadbuttText::1,5361226d0eedd145563fd550b6ce00eb886cae2889b8d3e8aef0b40f059edec2,normal,data/text/common.asm,2087,"A #mon could be
{line}
in this tree.
{para}
Want to Headbutt
{line}
it?
{done}",text,ready,,
data/text/common.asm::_UseRockSmashText::1,ddeadc8ddfcacb5d8117755a5f97817ade1298428ca4d256becffecc1646d485,normal,data/text/common.asm,2096,"{TEXT_RAM:wStringBuffer2}
 used
{line}
Brick Break!
{prompt}",text,ready,,
data/text/common.asm::_MaySmashText::1,d7fef42344da19d74d6a9c661d3a14af600d6a28a1eaed5aebb17dd71c515b92,normal,data/text/common.asm,2107,"Maybe a #mon
{line}
can break this.
{done}",text,ready,,
data/text/common.asm::_AskRockSmashText::1,f5efeca4fa7f65a3d4501b5a27505057b2a120a94bbfd611013315b132ba5a0b,normal,data/text/common.asm,2113,"This rock looks
{line}
breakable.
{para}
Want to use Brick
{line}
Break?
{done}",text,ready,,
data/text/common.asm::_RodBiteText::1,921db2a37a0dd89888f7a84a6f12e9fd399afa7a44b62d24f6cc4f398d930255,normal,data/text/common.asm,2127,"Oh!
{line}
A bite!
{prompt}",text,ready,,
data/text/common.asm::_RodNothingText::1,ffedfd9594f74da3a6b2979c5e9e78aafd5d703e6c1c405edea1914865acadee,normal,data/text/common.asm,2133,"Not even a nibble!
{para}
Keep fishing?
{done}",text,ready,,
data/text/common.asm::_CantGetOffBikeText::1,8cbb4f63b0a1ae7ca494d47128fb5187d7315d61374f702afff167177f92c2c6,normal,data/text/common.asm,2140,"You can't get off
{line}
here!
{done}",text,ready,,
data/text/common.asm::_GotOnBikeText::1,9d18d5e879cbb2b55b6d51bc317dc7b474d2fd0091d7ed9d0fdcd4efc0d7f70e,normal,data/text/common.asm,2146,"<PLAYER> got on the
{line}

{TEXT_RAM:wStringBuffer2}
.
{done}",text,ready,,
data/text/common.asm::_GotOffBikeText::1,bdeb5c341d393f25c14b2161dfc1e45c9e1af8541e8bd050342a2e8479b60f18,normal,data/text/common.asm,2154,"<PLAYER> got off
{line}
the 
{TEXT_RAM:wStringBuffer2}
.
{done}",text,ready,,
data/text/common.asm::_AskCutText::1,a2c5ca39086d7f30ec045761a1c2c3e0933bfba87967d08b268822ff9df03191,normal,data/text/common.asm,2162,"This tree can be
{line}
Cut!
{para}
Want to use Cut?
{done}",text,ready,,
data/text/common.asm::_CanCutText::1,6c3936b83b1c7ba71e1c2d3ac7eb9e51454cb4f0e9c4190c450b3160843789b3,normal,data/text/common.asm,2170,"This tree can be
{line}
Cut!
{done}",text,ready,,
data/text/common.asm::_FoundItemText::1,9aa6891c9685d70b5abd3ef4750c1cc488d4226bf55d7a53d6e4ad74385eb24b,normal,data/text/common.asm,2176,"<PLAYER> found
{line}

{TEXT_RAM:wStringBuffer3}
!
{done}",text,ready,,
data/text/common.asm::_GotTheItemText::1,21e79f722375a3505fa56619ad79cd041c316d99baa97766a224189fa8cb2575,normal,data/text/common.asm,2184,"<PLAYER> got
{line}
the 
{TEXT_RAM:wStringBuffer4}
.
{done}",text,ready,,
data/text/common.asm::_ReceivedTheBadgeText::1,6b65bf15ae3e7869fb2e69b9fbc698b38dccebc54f41e60f2374053e84323d0a,normal,data/text/common.asm,2192,"<PLAYER> received
{line}
the 
{TEXT_RAM:wStringBuffer4}
 Badge.
{done}",text,ready,,
data/text/common.asm::WhiteoutText::1,eb292113435ab2d1239d4fcf0a4a316e9619cf085cdeefaaf03ca11f89ed4917,normal,data/text/common.asm,2200,"<PLAYER> is out of
{line}
useable #mon!
{para}
<PLAYER> blacked
{line}
out!
{done}",text,ready,,
data/text/common.asm::WhiteoutToWildText::1,b402562a2808548119efb35f187f763029fee8329125ed5729d2047ceb9f2324,normal,data/text/common.asm,2209,"<PLAYER> is out of
{line}
useable #mon!
{para}
<PLAYER> panicked
{line}
and dropped
{cont}
¥
{TEXT_DECIMAL:hMoneyTemp, 3, 7}
…
{para}
………………
{line}
………………
{para}
<PLAYER> blacked
{line}
out!
{done}",text,ready,,
data/text/common.asm::WhiteoutToTrainerText::1,e91068a1ce7a9b2da26801941c56680d3e6ddf623ca38845dcf2be874a182d3b,normal,data/text/common.asm,2227,"<PLAYER> is out of
{line}
useable #mon!
{para}
<PLAYER> paid
{line}
¥
{TEXT_DECIMAL:hMoneyTemp, 3, 7}
 to the
{cont}
winner…
{para}
………………
{line}
………………
{para}
<PLAYER> blacked
{line}
out!
{done}",text,ready,,
data/text/common.asm::ForfeitToTrainerText::1,b876464561b1d666aed158661d11f35b82fd16eba66481369b1234622eca8ec2,normal,data/text/common.asm,2245,"<PLAYER> forfeit-
{line}
ed the battle…
{para}
<PLAYER> paid
{line}
¥
{TEXT_DECIMAL:hMoneyTemp, 3, 7}
 to the
{cont}
winner…
{para}
………………
{line}
………………
{para}
<PLAYER> blacked
{line}
out!
{done}",text,ready,,
data/text/common.asm::_PoisonFaintText::1,08f152d711ef1005b8952e6aea83d6318cc11854e47eb1079e0b3ed2cc425b17,normal,data/text/common.asm,2263,"{TEXT_RAM:wStringBuffer3}
{line}
recovered from
{cont}
its poisoning!
{prompt}",text,ready,,
data/text/common.asm::_UseSweetHoneyText::1,1a66fe6d01794b7717b49c2cbc6e9d8d149f67a043856ab0ce64b2fc1195dedb,normal,data/text/common.asm,2270,"<PLAYER> spread
{line}
the Sweet Honey!
{done}",text,ready,,
data/text/common.asm::_SweetHoneyNothingText::1,ad4862634f78618ee28f5f1d3b6c6c94687c47975646a9a38e4df782518646aa,normal,data/text/common.asm,2280,"Looks like there's
{line}
nothing here…
{done}",text,ready,,
data/text/common.asm::_SquirtbottleNothingText::1,b857dfd9a90821acefca535c6da7b937aee948aa2b3d747f8ec31e8112984f2f,normal,data/text/common.asm,2286,"<PLAYER> sprinkled
{line}
water.
{para}
But nothing
{line}
happened…
{done}",text,ready,,
data/text/common.asm::_UseSacredAshText::1,95580fe3ad1a4a8aac4133c5e9457d86401ab21bb00880d58dca85e0c090dc03,normal,data/text/common.asm,2295,"<PLAYER>'s #mon
{line}
were all healed!
{done}",text,ready,,
data/text/common.asm::Text_AnEGGCantHoldAnItem::1,aaeca7a9ac80d87525a53528b6a83d4e90ea669f75f9d29909dd82ae3522ffb4,normal,data/text/common.asm,2301,"An Egg can't hold
{line}
an item.
{prompt}",text,ready,,
data/text/common.asm::_AskThrowAwayText::1,fb44dc67b9457054cc57dd259238ef6200ea4a7b4d8bc99bfedc63b20c10569c,normal,data/text/common.asm,2307,"Throw away how
{line}
many?
{done}",text,ready,,
data/text/common.asm::_AskQuantityThrowAwayText::1,264c30cdcaf541056f04ca57f0d2a99431d5e09774f087c3fbb5382ab0ebc940,normal,data/text/common.asm,2313,"Throw away 
{TEXT_DECIMAL:wItemQuantityChangeBuffer, 1, 2}
{line}

{TEXT_RAM:wStringBuffer2}
{TEXT_PLURAL}
?
{done}",text,ready,,
data/text/common.asm::_ThrewAwayText::1,e44209bde05946081262832795ebc75be1fea2a4414016344881f8533fbce46f,normal,data/text/common.asm,2323,"Threw away
{line}

{TEXT_RAM:wStringBuffer2}
{TEXT_PLURAL}
.
{prompt}",text,ready,,
data/text/common.asm::_OakThisIsntTheTimeText::1,2e4ac8627e720fe6f104e4e78048a704c19cb6c4357ed1875b04904c7dcf0a79,normal,data/text/common.asm,2332,"Oak: <PLAYER>!
{line}
This isn't the
{cont}
time to use that!
{prompt}",text,ready,,
data/text/common.asm::Text_YouDontHaveAPkmn::1,22c5075bea50f5e5ce0a08d741ac62f0f381f27c73b23e797466ec9a05280225,normal,data/text/common.asm,2339,"You don't have a
{line}
#mon!
{prompt}",text,ready,,
data/text/common.asm::_RegisteredItemText::1,89823ba8b02e6f9dc0edb4a230071ffc6679c3bb86608c755194567f9c16324e,normal,data/text/common.asm,2345,"Registered the
{line}

{TEXT_RAM:wStringBuffer2}
.
{prompt}",text,ready,,
data/text/common.asm::UnregisteredItemText::1,730ace75d12fcbdec06b2c352c9df4f9148c6de088ef743914c4b23af260fc7d,normal,data/text/common.asm,2353,"Unregistered the
{line}

{TEXT_RAM:wStringBuffer2}
.
{prompt}",text,ready,,
data/text/common.asm::_CantRegisterText::1,ceda9762458039bc1ab4634be16e5d0578e47c1f92243070de17f5557d963826,normal,data/text/common.asm,2361,"You can't register
{line}
that item.
{prompt}",text,ready,,
data/text/common.asm::_AskItemMoveText::1,362b7884053f7fbecfa73577e9b02725b30add0f80eb7e8438476df5e5703b0e,normal,data/text/common.asm,2367,"Where should this
{line}
be moved to?
{done}",text,ready,,
data/text/common.asm::Text_AreYouABoyOrAreYouAGirl::1,d1122cf6b0bb5ab790226ee64fc1657033d318dd3ad538ad87903dc61a0e621a,normal,data/text/common.asm,2373,"Which photo is on
{line}
your Trainer Card?
{done}",text,ready,,
data/text/common.asm::Text_SoThisIsYou::1,e6485b0e18950336ae4762917d743b233ae726a9dc456fbb57652c35748a1397,normal,data/text/common.asm,2379,"So this is you?
{done}",text,ready,,
data/text/common.asm::Text_BattleUser::1,df437b8e944076aec61ec977e69a29c863305970f8bcf86d0076898d24779cbd,normal,data/text/common.asm,2384,<USER>@,text,ready,,
data/text/common.asm::_BattleTookSunlightText::1,289c6747190f35108bc3160928d1eac11df6140f132180bb4b0df60e3775804b,normal,data/text/common.asm,2389,"{line}
took in sunlight!",text,ready,,
data/text/common.asm::_BattleFlewText::1,0f4b8859daf5eac1400661afd31a1ae8e3948a4d22deb65ce929e6e1ab394ac2,normal,data/text/common.asm,2394,"{line}
flew up high!",text,ready,,
data/text/common.asm::_BattleDugText::1,93f77af4e5cb985637f16e6b4d9bf6197358ccc4e3c9c7eab122da63f6997e5f,normal,data/text/common.asm,2399,"{line}
dug a hole!",text,ready,,
data/text/common.asm::Text_BreedHuh::1,8521c9e0c42b3af6723188c69549b27803421747c9e9d26bd1273dd0727cc4be,normal,data/text/common.asm,2404,"Huh?
{para}
@",text,ready,,
data/text/common.asm::_BreedEggHatchText::1,36ec59c149f0d5fae4e4657da714927ae895144f6eac27adcd1a370f37fa76df,normal,data/text/common.asm,2410,"{TEXT_RAM:wStringBuffer1}
 came
{line}
out of its Egg!
{TEXT_SOUND:SFX_CAUGHT_MON}
{TEXT_PROMPTBUTTON}
{text_end}",text,ready,,
data/text/common.asm::_BreedAskNicknameText::1,8ee319a1d7f7e3d71648d410885216e9285dfb5e21c4830024b596ab09320ea3,normal,data/text/common.asm,2419,"Give a nickname to
{line}

{TEXT_RAM:wStringBuffer1}
?
{done}",text,ready,,
data/text/common.asm::_LeftWithDayCareLadyText::1,14556777ca610fa6570cf7ec384c16a0f567b5ab3225325a1a9be8eee7d0bea7,normal,data/text/common.asm,2427,"It's 
{TEXT_RAM:wBreedMon2Nickname}
{line}
that was left with
{cont}
the Day-Care Lady.
{done}",text,ready,,
data/text/common.asm::_LeftWithDayCareManText::1,df03090b47c9231fa21f7b572417d2a105c53a508f0c404e2818b80b894222d7,normal,data/text/common.asm,2435,"It's 
{TEXT_RAM:wBreedMon1Nickname}
{line}
that was left with
{cont}
the Day-Care Man.
{done}",text,ready,,
data/text/common.asm::_BreedNoInterestText::1,40420e4f89e49322511fec8e8b9b5194a96c009406bc55a3c716d207c4b658bd,normal,data/text/common.asm,2443,"It has no interest
{line}
in 
{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::_BreedAppearsToCareForText::1,6cf5e3b26df9ce3fd64ffae0419964749d0f9427acc3313c481953836745a2ee,normal,data/text/common.asm,2451,"It appears to care
{line}
for 
{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::_BreedFriendlyText::1,d0b87b22a4b9fb0dab666dc86c42c92452830fd494dffdab22921f70e0b19173,normal,data/text/common.asm,2459,"It's friendly with
{line}

{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::_BreedShowsInterestText::1,66c8997cf9efcd18a614e842ce2bab597b45b57eb82ab9d8be1d0d3b01ac5ba9,normal,data/text/common.asm,2467,"It shows interest
{line}
in 
{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::_EmptyMailboxText::1,b4e264e14d175f5daf0ded6a3fcbefb80126401b0a5827fd8657d83f9610e061,normal,data/text/common.asm,2475,"There's no Mail
{line}
here.
{prompt}",text,ready,,
data/text/common.asm::ClearedMailPutAwayText::1,2a3e8eb2a6bc0bab72b61343876efd8034fbbf2bbcf73a600ebff2d30402d200,normal,data/text/common.asm,2481,"The cleared Mail
{line}
was put away.
{prompt}",text,ready,,
data/text/common.asm::MailPackFullText::1,948e11db73b67cf3e53d262445f5b7c61de8f814e8c3895844c5946923fc405b,normal,data/text/common.asm,2487,"The Bag is full.
{prompt}",text,ready,,
data/text/common.asm::MailMessageLostText::1,d49520eb9eb6e7e8ea8d95400c71c8f122623059a276db0f7dbfb519830f6d26,normal,data/text/common.asm,2492,"The Mail's message
{line}
will be lost. OK?
{done}",text,ready,,
data/text/common.asm::MailAlreadyHoldingItemText::1,eb2f8db95ae834b739b9287da554c911d5f10a6f97f66ed2e27306a1e44c8165,normal,data/text/common.asm,2498,"It's already hold-
{line}
ing an item.
{prompt}",text,ready,,
data/text/common.asm::MailEggText::1,103c9d22fc3ef9773884c27709715040b500c2964f886acccc4b0666f428ee7d,normal,data/text/common.asm,2504,"An Egg can't hold
{line}
any Mail.
{prompt}",text,ready,,
data/text/common.asm::MailMovedFromBoxText::1,b8e3c1b0da66972b1c45abf3db33b7e8a1d20ed91807ee504867061d2e02e22f,normal,data/text/common.asm,2510,"The Mail was moved
{line}
from the Mailbox.
{prompt}",text,ready,,
data/text/common.asm::_ReceivedGiftMonText::1,7a88c473e423f03b12caca55636214e82db1e0c1d739169460bcf90cf6cb8da5,normal,data/text/common.asm,2516,"<PLAYER> received
{line}

{TEXT_RAM:wMonOrItemNameBuffer}
!
{done}",text,ready,,
data/text/common.asm::_EggSentToPCText::1,601428eb1113e8596d20ae0620c3449a02248647faae088d01e8d99a8ef6823f,normal,data/text/common.asm,2524,"The Egg was sent
{line}
to 
{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::_PCGottaHavePokemonText::1,c44bc0175cb7edf92b3661a8b192532f8b35bc35b351fd5c81473bcb2af09344,normal,data/text/common.asm,2532,"You gotta have
{line}
#mon to call!
{prompt}",text,ready,,
data/text/common.asm::_ContestCaughtMonText::1,57fd4d138bdbf9f8ceddfb509f37828f67d82098191c6509a20b1e93c8ede6d0,normal,data/text/common.asm,2538,"Caught 
{TEXT_RAM:wStringBuffer1}
!
{prompt}",text,ready,,
data/text/common.asm::_ContestAskSwitchText::1,36ac11b3927ac26fbebab3adeda9c2a5fc61dd26ab3de5bde746ef9804fc893d,normal,data/text/common.asm,2545,"Switch #mon?
{done}",text,ready,,
data/text/common.asm::_ContestAlreadyCaughtText::1,527f0db8225adf25587d6797d59a2c92a11a1eb97481e5461f2b4139284b6d4c,normal,data/text/common.asm,2550,"You already caught
{line}
a 
{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::ContestJudging_FirstPlaceText::1,7251c06c314a3c46b670b1591a02b8381868652cae91ab5b8105d3571e64056c,normal,data/text/common.asm,2558,"This Bug-Catching
{line}
Contest winner is
{TEXT_PAUSE}
…
{para}

{TEXT_RAM:wBugContestWinnerName}
,
{line}
who caught a
{cont}

{TEXT_RAM:wStringBuffer1}
!@",text,ready,,
data/text/common.asm::ContestJudging_FirstPlaceScoreText::1,8bbae09db4444bf4e240c3448ea7733d552ee77ad9601b7605e654ecfc403388,normal,data/text/common.asm,2574,"{para}
The winning score",text,ready,,
data/text/common.asm::ContestJudging_FirstPlaceScoreText::2,5462c02c6bd0081331bfee72c8ef00606df42eae38ce5ef9478549c6ee6eface,normal,data/text/common.asm,2575,"{line}
was ",text,ready,,
data/text/common.asm::ContestJudging_FirstPlaceScoreText::3,8a05001f6e436f698d0039fa4407fee22a7d29a18183dbec7f5ef0e21d160609,normal,data/text/common.asm,2576,"{TEXT_DECIMAL:wBugContestFirstPlaceScore, 2, 3}
 points!
{prompt}",text,ready,,
data/text/common.asm::ContestJudging_SecondPlaceText::1,cfebab23cccf57a78ebb54e69c00a4eae7fce2b67d712a81df9e68fea8d3875c,normal,data/text/common.asm,2582,"Placing second was
{line}

{TEXT_RAM:wBugContestWinnerName}
,
{para}
who caught a
{line}

{TEXT_RAM:wStringBuffer1}
!@",text,ready,,
data/text/common.asm::ContestJudging_SecondPlaceScoreText::1,c654f54dd71f266cc859163534617bf3e471ca1299d7bf63bac99641fdf789a9,normal,data/text/common.asm,2594,"{para}
The score was",text,ready,,
data/text/common.asm::ContestJudging_SecondPlaceScoreText::3,facf1dfad734310d0d4c16abbe37f3441b56fa86a5a0e1abb530a12629644dd4,normal,data/text/common.asm,2596,"{TEXT_DECIMAL:wBugContestSecondPlaceScore, 2, 3}
 points!
{prompt}",text,ready,,
data/text/common.asm::ContestJudging_ThirdPlaceText::1,b167f4b11da479a9b159ca8035f8f29535a755db174677d0c69954bbd28cfdbb,normal,data/text/common.asm,2602,"Placing third was
{line}

{TEXT_RAM:wBugContestWinnerName}
,
{para}
who caught a
{line}

{TEXT_RAM:wStringBuffer1}
!@",text,ready,,
data/text/common.asm::ContestJudging_ThirdPlaceScoreText::1,c654f54dd71f266cc859163534617bf3e471ca1299d7bf63bac99641fdf789a9,normal,data/text/common.asm,2614,"{para}
The score was",text,ready,,
data/text/common.asm::ContestJudging_ThirdPlaceScoreText::3,c92b2d5d80aca4ab02fdaa9ebf30c6b4aa5be06a4332baca2cd43784da4d6cd6,normal,data/text/common.asm,2616,"{TEXT_DECIMAL:wBugContestThirdPlaceScore, 2, 3}
 points!
{prompt}",text,ready,,
data/text/common.asm::_MagikarpGuruMeasureText::1,1e990638654b97452f8a751a8e144b1533c6475e8171d353ace155a3571d91c8,normal,data/text/common.asm,2622,"Let me measure
{line}
that Magikarp.
{para}
…Hm, it measures
{line}

{TEXT_RAM:wStringBuffer1}
.
{prompt}",text,ready,,
data/text/common.asm::_KarpGuruRecordText::1,91f30a7fe25a58ae19e422ef6a988394709b7bac5984573788b3524ed3e58ed1,normal,data/text/common.asm,2633,"Current Record
{para}

{TEXT_RAM:wStringBuffer1}
 caught by
{line}

{TEXT_RAM:wMagikarpRecordHoldersName}
{TEXT_PROMPTBUTTON}
{text_end}",text,ready,,
data/text/common.asm::_LuckyNumberMatchPartyText::1,e3c4c0d7a9707edcd79b46bdd84d0397d1b74d8758c50163a7033f4f589ae4eb,normal,data/text/common.asm,2644,"Congratulations!
{para}
We have a match
{line}
with the ID number
{para}
of 
{TEXT_RAM:wStringBuffer2}
 in
{line}
your party.
{prompt}",text,ready,,
data/text/common.asm::_LuckyNumberMatchPCText::1,b98f2fbba4e2b5d36f2621a669b12a560143f2a542e7752f1a1505fdb21e0082,normal,data/text/common.asm,2657,"Congratulations!
{para}
We have a match
{line}
with the ID number
{para}
of 
{TEXT_RAM:wStringBuffer2}
 in Box
{line}
“
{TEXT_RAM:wStringBuffer1}
”.
{prompt}",text,ready,,
data/text/common.asm::_CaughtAskNicknameText::1,e37411a3f3153c8303f19ea19911747eb6f80801eb1d91b3de09d8dd7b78e1f4,normal,data/text/common.asm,2672,"Give a nickname to
{line}
the 
{TEXT_RAM:wStringBuffer1}
 you
{cont}
received?
{done}",text,ready,,
